student_id,college,gpa,year_of_study,enrollment_status
STU04194,Science,3.33,1,Part-time
STU02362,Science,2.56,1,Full-time
STU02230,Science,2.25,1,Full-time
STU02190,Science,3.16,1,Full-time
STU00334,Science,1.79,1,Part-time
STU00074,Science,3.54,1,Full-time
STU01314,Science,3.54,1,Full-time
STU02818,Science,1.53,1,Full-time
STU00702,Science,1.63,1,Full-time
STU04498,Science,1.83,1,Full-time
STU01446,Science,1.94,1,Part-time
STU04958,Science,3.09,1,Full-time
STU01822,Science,1.8,1,Part-time
STU01862,Science,3.14,1,Full-time
STU00946,Science,1.53,1,Full-time
STU04794,Science,2.24,1,Full-time
STU03818,Science,3.56,1,Full-time
STU03266,Science,1.67,1,Full-time
STU04006,Science,2.17,1,Full-time
STU02762,Science,1.52,1,Full-time
STU04710,Science,3.12,1,Full-time
STU02750,Science,3.09,1,Full-time
STU00858,Science,2.68,1,Full-time
STU00506,Science,1.91,1,Full-time
STU02634,Science,1.92,1,Full-time
STU02674,Science,2.0,1,Full-time
STU04462,Science,2.8,1,Full-time
STU00646,Science,3.73,1,Full-time
STU01902,Science,1.51,1,Full-time
STU02738,Science,2.86,1,Full-time
STU00678,Science,2.49,1,Full-time
STU04750,Science,3.51,1,Part-time
STU01330,Science,2.75,1,Full-time
STU04570,Science,3.65,1,Full-time
STU00890,Science,2.11,1,Full-time
STU00198,Science,3.74,1,Full-time
STU01270,Science,2.23,1,Full-time
STU01402,Science,1.92,1,Part-time
STU00090,Science,2.68,1,Full-time
STU01258,Science,2.73,1,Full-time
STU01274,Science,1.6,1,Full-time
STU04518,Science,3.74,1,Full-time
STU04478,Science,2.39,1,Part-time
STU02754,Science,2.36,1,Full-time
STU00042,Science,2.74,1,Full-time
STU01090,Science,2.08,1,Full-time
STU04978,Science,2.01,1,Full-time
STU03902,Science,2.45,1,Full-time
STU00914,Science,2.52,1,Full-time
STU01978,Science,2.57,1,Part-time
STU04102,Science,2.57,1,Full-time
STU02722,Science,3.46,1,Full-time
STU02890,Science,3.59,1,Part-time
STU00214,Science,2.06,1,Full-time
STU00330,Science,2.12,1,Full-time
STU02082,Science,1.66,1,Full-time
STU01818,Science,3.42,1,Full-time
STU03562,Science,3.56,1,Full-time
STU01246,Science,3.07,1,Full-time
STU03370,Science,3.24,1,Full-time
STU02150,Science,3.57,1,Full-time
STU03086,Science,3.2,1,Full-time
STU01750,Science,1.84,1,Full-time
STU01854,Science,3.62,1,Full-time
STU01998,Science,1.67,1,Full-time
STU01758,Science,2.72,1,Full-time
STU04098,Science,1.7,1,Full-time
STU00430,Science,1.79,1,Full-time
STU03470,Science,1.92,1,Full-time
STU02262,Science,3.0,1,Full-time
STU02562,Science,3.27,1,Full-time
STU03522,Science,2.67,1,Full-time
STU04894,Science,2.1,1,Part-time
STU03062,Science,1.73,1,Part-time
STU01874,Science,3.6,2,Part-time
STU01546,Science,2.71,2,Full-time
STU02022,Science,2.9,2,Full-time
STU00134,Science,2.34,2,Part-time
STU02658,Science,3.63,2,Full-time
STU01798,Science,1.68,2,Full-time
STU03382,Science,2.58,2,Full-time
STU02906,Science,1.64,2,Full-time
STU04018,Science,3.74,2,Full-time
STU02134,Science,2.82,2,Full-time
STU02626,Science,3.91,2,Full-time
STU02438,Science,2.35,2,Full-time
STU03458,Science,3.23,2,Full-time
STU01790,Science,2.8,2,Full-time
STU02730,Science,2.71,2,Full-time
STU04590,Science,3.32,2,Full-time
STU04474,Science,2.39,2,Full-time
STU01646,Science,3.39,2,Full-time
STU00350,Science,3.06,2,Full-time
STU00082,Science,3.06,2,Full-time
STU04778,Science,2.27,2,Full-time
STU04118,Science,2.52,2,Full-time
STU00602,Science,2.2,2,Part-time
STU01222,Science,1.88,2,Full-time
STU01370,Science,2.09,2,Full-time
STU02358,Science,1.67,2,Full-time
STU03210,Science,3.03,2,Full-time
STU01174,Science,2.15,2,Full-time
STU00878,Science,3.15,2,Full-time
STU04886,Science,3.71,2,Full-time
STU01326,Science,2.34,2,Full-time
STU03166,Science,2.73,2,Full-time
STU03758,Science,2.36,2,Full-time
STU02578,Science,3.01,2,Full-time
STU04542,Science,2.8,2,Full-time
STU02558,Science,2.25,2,Full-time
STU00790,Science,3.87,2,Full-time
STU00434,Science,1.75,2,Full-time
STU01494,Science,1.68,2,Full-time
STU02454,Science,2.37,2,Full-time
STU02594,Science,2.8,2,Full-time
STU00558,Science,1.57,2,Full-time
STU04622,Science,3.41,2,Full-time
STU03922,Science,2.5,2,Full-time
STU00590,Science,1.88,2,Part-time
STU04598,Science,2.08,2,Part-time
STU02554,Science,3.87,2,Full-time
STU04406,Science,3.21,2,Full-time
STU00810,Science,1.78,2,Full-time
STU00230,Science,3.08,2,Full-time
STU01166,Science,3.54,2,Full-time
STU01554,Science,3.71,2,Full-time
STU00114,Science,3.52,2,Full-time
STU01142,Science,2.37,2,Full-time
STU01170,Science,2.22,2,Full-time
STU04354,Science,3.89,2,Full-time
STU04270,Science,3.85,2,Full-time
STU03690,Science,1.55,2,Full-time
STU00054,Science,3.74,2,Full-time
STU01682,Science,3.94,2,Full-time
STU01522,Science,3.84,2,Part-time
STU03514,Science,3.54,2,Full-time
STU00842,Science,3.16,2,Full-time
STU01386,Science,2.31,2,Full-time
STU03994,Science,1.63,2,Full-time
STU01074,Science,1.54,2,Full-time
STU02670,Science,2.29,2,Full-time
STU00234,Science,2.73,2,Full-time
STU00346,Science,3.04,2,Full-time
STU02158,Science,2.37,2,Full-time
STU03954,Science,1.84,2,Full-time
STU04250,Science,3.92,2,Full-time
STU03426,Science,3.05,2,Full-time
STU03646,Science,1.89,2,Full-time
STU03482,Science,2.93,2,Full-time
STU04906,Science,1.9,2,Full-time
STU01614,Science,2.31,2,Full-time
STU01230,Science,2.52,2,Full-time
STU03230,Science,2.06,2,Full-time
STU03698,Science,3.17,2,Full-time
STU00422,Science,3.47,2,Full-time
STU03374,Science,3.15,2,Full-time
STU02726,Science,2.26,2,Full-time
STU04762,Science,3.97,2,Full-time
STU03398,Science,3.61,2,Full-time
STU04074,Science,3.01,2,Full-time
STU01434,Science,3.17,3,Full-time
STU04414,Science,3.1,3,Part-time
STU00830,Science,2.63,3,Full-time
STU02934,Science,2.86,3,Full-time
STU02414,Science,1.57,3,Full-time
STU02142,Science,2.85,3,Full-time
STU03898,Science,3.58,3,Full-time
STU02006,Science,3.4,3,Full-time
STU00186,Science,3.15,3,Full-time
STU01558,Science,2.53,3,Full-time
STU02478,Science,3.48,3,Full-time
STU04718,Science,3.99,3,Full-time
STU00598,Science,1.93,3,Full-time
STU04810,Science,3.65,3,Full-time
STU03718,Science,1.7,3,Full-time
STU01290,Science,1.7,3,Full-time
STU00834,Science,1.94,3,Full-time
STU00066,Science,2.86,3,Part-time
STU03998,Science,2.49,3,Full-time
STU04366,Science,3.17,3,Full-time
STU02102,Science,2.83,3,Full-time
STU04982,Science,2.11,3,Part-time
STU04782,Science,1.97,3,Part-time
STU01702,Science,2.58,3,Full-time
STU01238,Science,2.68,3,Full-time
STU04650,Science,1.92,3,Full-time
STU04690,Science,3.94,3,Full-time
STU01898,Science,1.97,3,Full-time
STU01102,Science,3.92,3,Full-time
STU03938,Science,1.9,3,Part-time
STU00766,Science,2.92,3,Full-time
STU01058,Science,2.5,3,Full-time
STU04874,Science,2.09,3,Full-time
STU01974,Science,2.8,3,Full-time
STU04390,Science,1.61,3,Full-time
STU02778,Science,1.91,3,Full-time
STU04814,Science,2.78,3,Full-time
STU01938,Science,3.56,3,Full-time
STU02682,Science,3.59,3,Full-time
STU01130,Science,2.15,3,Full-time
STU02450,Science,2.36,3,Full-time
STU01146,Science,3.7,3,Full-time
STU04614,Science,1.77,3,Full-time
STU02642,Science,1.76,3,Full-time
STU03002,Science,3.49,3,Full-time
STU00486,Science,3.75,3,Full-time
STU00390,Science,3.52,3,Full-time
STU00410,Science,1.73,3,Full-time
STU03914,Science,3.95,3,Full-time
STU02018,Science,3.75,3,Full-time
STU03314,Science,1.52,3,Full-time
STU01358,Science,2.55,3,Full-time
STU00302,Science,2.83,3,Full-time
STU04198,Science,2.21,3,Part-time
STU03594,Science,2.95,3,Full-time
STU02950,Science,3.83,3,Part-time
STU03018,Science,2.51,3,Full-time
STU02826,Science,3.62,3,Full-time
STU00078,Science,1.69,3,Full-time
STU03566,Science,3.31,3,Full-time
STU03850,Science,1.67,3,Part-time
STU04494,Science,3.49,3,Full-time
STU01206,Science,3.43,3,Full-time
STU00450,Science,1.71,3,Full-time
STU01934,Science,3.01,3,Full-time
STU02482,Science,3.69,3,Full-time
STU01190,Science,3.27,3,Full-time
STU00310,Science,2.18,3,Full-time
STU01946,Science,2.79,3,Full-time
STU01602,Science,2.31,3,Full-time
STU00290,Science,2.98,3,Full-time
STU00190,Science,2.1,3,Full-time
STU01398,Science,2.12,3,Full-time
STU01158,Science,3.7,3,Full-time
STU03550,Science,2.91,3,Full-time
STU00690,Science,1.97,3,Full-time
STU00294,Science,2.4,3,Full-time
STU04662,Science,3.01,4,Full-time
STU00242,Science,3.88,4,Full-time
STU00966,Science,2.39,4,Full-time
STU01014,Science,1.6,4,Full-time
STU00526,Science,2.67,4,Full-time
STU01042,Science,3.48,4,Full-time
STU01586,Science,1.84,4,Full-time
STU03022,Science,2.58,4,Full-time
STU03886,Science,3.84,4,Full-time
STU00794,Science,3.03,4,Full-time
STU01250,Science,3.04,4,Full-time
STU02790,Science,3.99,4,Full-time
STU04730,Science,1.92,4,Full-time
STU04962,Science,2.01,4,Full-time
STU04638,Science,3.16,4,Full-time
STU04674,Science,1.78,4,Part-time
STU00122,Science,3.74,4,Full-time
STU02610,Science,1.66,4,Full-time
STU02798,Science,3.06,4,Full-time
STU02834,Science,2.22,4,Full-time
STU01234,Science,1.58,4,Full-time
STU01786,Science,3.74,4,Full-time
STU02330,Science,1.63,4,Full-time
STU03414,Science,2.4,4,Part-time
STU01266,Science,1.68,4,Full-time
STU02918,Science,3.62,4,Full-time
STU01906,Science,2.01,4,Full-time
STU00614,Science,1.7,4,Full-time
STU04514,Science,3.06,4,Full-time
STU03990,Science,3.68,4,Full-time
STU01866,Science,3.84,4,Full-time
STU00106,Science,2.12,4,Full-time
STU01422,Science,2.77,4,Full-time
STU04134,Science,3.08,4,Part-time
STU01618,Science,3.15,4,Part-time
STU01742,Science,3.33,4,Full-time
STU00786,Science,3.77,4,Full-time
STU00406,Science,3.74,4,Part-time
STU03238,Science,3.9,4,Full-time
STU02026,Science,2.15,4,Full-time
STU00758,Science,2.83,4,Part-time
STU00518,Science,3.53,4,Full-time
STU02970,Science,2.74,4,Full-time
STU03858,Science,2.88,4,Part-time
STU04822,Science,2.22,4,Part-time
STU03218,Science,1.5,4,Full-time
STU03722,Science,3.59,4,Full-time
STU00166,Science,3.59,4,Full-time
STU04646,Science,3.35,4,Full-time
STU01298,Science,1.76,4,Full-time
STU01930,Science,1.66,4,Full-time
STU03842,Science,1.58,4,Full-time
STU02434,Science,2.22,4,Full-time
STU01442,Science,1.73,4,Full-time
STU02978,Science,1.53,4,Full-time
STU03774,Science,3.33,4,Full-time
STU04854,Science,2.36,4,Full-time
STU03262,Science,2.77,4,Full-time
STU03214,Science,3.23,4,Full-time
STU03450,Science,1.63,4,Part-time
STU03666,Science,2.6,4,Full-time
STU02650,Science,2.64,4,Full-time
STU02182,Science,2.03,4,Full-time
STU01878,Science,2.77,4,Full-time
STU03926,Science,1.56,4,Full-time
STU03810,Science,1.63,4,Full-time
STU03322,Science,1.67,4,Full-time
STU01342,Science,2.66,4,Part-time
STU02466,Science,2.0,4,Full-time
STU00990,Science,3.55,4,Full-time
STU01990,Science,3.32,4,Full-time
STU00162,Science,3.08,4,Full-time
STU03006,Science,3.58,4,Full-time
STU00574,Science,3.06,4,Full-time
STU00498,Science,1.69,4,Full-time
STU04202,Science,1.99,4,Full-time
STU00954,Science,3.79,4,Full-time
STU02474,Science,3.31,4,Full-time
STU02382,Science,3.64,4,Full-time
STU03434,Science,2.61,4,Full-time
STU04566,Science,3.74,4,Full-time
STU03334,Science,1.99,4,Full-time
