student_id,college,gpa,year_of_study,enrollment_status
STU00707,Arts,2.31,3,Full-time
STU00708,Business,3.52,3,Full-time
STU00709,Engineering,2.14,1,Full-time
STU00710,Science,3.2,3,Full-time
STU00711,Arts,3.4,4,Full-time
STU00712,Business,2.99,4,Full-time
STU00713,Engineering,2.68,1,Full-time
STU00714,Science,2.53,4,Full-time
STU00715,Arts,2.37,2,Full-time
STU00716,Business,3.82,1,Full-time
STU00717,Engineering,3.58,1,Full-time
STU00718,Science,3.91,2,Full-time
STU00719,Arts,1.81,4,Full-time
STU00720,Business,3.33,4,Full-time
STU00721,Engineering,3.85,4,Part-time
STU00722,Science,1.95,1,Full-time
STU00723,Arts,1.67,1,Full-time
STU00724,Business,3.35,4,Part-time
STU00725,Engineering,2.94,3,Full-time
STU00726,Science,3.6,4,Full-time
STU00727,Arts,1.85,2,Full-time
STU00728,Business,3.49,1,Full-time
STU00729,Engineering,2.0,2,Full-time
STU00730,Science,1.91,2,Full-time
STU00731,Arts,1.91,1,Full-time
STU00732,Business,3.54,3,Full-time
STU00733,Engineering,3.16,4,Full-time
STU00734,Science,2.81,2,Full-time
STU00735,Arts,2.4,1,Full-time
STU00736,Business,3.69,2,Full-time
STU00737,Engineering,2.48,4,Full-time
STU00738,Science,3.54,3,Full-time
STU00739,Arts,2.6,3,Full-time
STU00740,Business,2.44,3,Full-time
STU00741,Engineering,2.66,1,Full-time
STU00742,Science,2.25,1,Full-time
STU00743,Arts,3.37,3,Full-time
STU00744,Business,2.76,4,Full-time
STU00745,Engineering,2.08,4,Full-time
STU00746,Science,3.75,1,Full-time
STU00747,Arts,2.46,3,Full-time
STU00748,Business,2.86,4,Full-time
STU00749,Engineering,3.77,4,Part-time
STU00750,Science,3.06,4,Full-time
STU00751,Arts,1.79,1,Part-time
STU00752,Business,3.85,3,Part-time
STU00753,Engineering,3.07,2,Full-time
STU00754,Science,2.34,3,Full-time
STU00755,Arts,1.85,3,Full-time
STU00756,Business,3.49,1,Part-time
STU00757,Engineering,3.05,4,Full-time
STU00758,Science,2.83,4,Part-time
STU00759,Arts,3.73,1,Full-time
STU00760,Business,3.47,1,Full-time
STU00761,Engineering,1.88,1,Full-time
STU00762,Science,2.28,1,Full-time
STU00763,Arts,2.12,1,Full-time
STU00764,Business,3.36,2,Full-time
STU00765,Engineering,1.58,3,Full-time
STU00766,Science,2.92,3,Full-time
STU00767,Arts,3.41,3,Full-time
STU00768,Business,3.69,4,Full-time
STU00769,Engineering,2.36,2,Full-time
STU00770,Science,3.55,3,Full-time
STU00771,Arts,1.78,4,Full-time
STU00772,Business,3.62,2,Full-time
STU00773,Engineering,1.82,2,Full-time
STU00774,Science,2.49,4,Full-time
STU00775,Arts,3.49,2,Full-time
STU00776,Business,1.87,4,Full-time
STU00777,Engineering,2.07,3,Full-time
STU00778,Science,3.31,4,Full-time
STU00779,Arts,3.3,2,Full-time
STU00780,Business,3.1,3,Full-time
STU00781,Engineering,3.23,3,Full-time
STU00782,Science,2.86,1,Part-time
STU00783,Arts,2.13,1,Part-time
STU00784,Business,2.36,2,Full-time
STU00785,Engineering,1.95,4,Full-time
STU00786,Science,3.77,4,Full-time
STU00787,Arts,2.96,2,Full-time
STU00788,Business,2.5,3,Full-time
STU00789,Engineering,2.66,2,Full-time
STU00790,Science,3.87,2,Full-time
STU00791,Arts,1.88,3,Part-time
STU00792,Business,2.97,4,Full-time
STU00793,Engineering,2.76,2,Full-time
STU00794,Science,3.03,4,Full-time
STU00795,Arts,1.55,2,Full-time
STU00796,Business,3.68,3,Full-time
STU00797,Engineering,3.83,3,Full-time
STU00798,Science,2.91,1,Full-time
STU00799,Arts,3.24,3,Full-time
STU00800,Business,3.81,1,Full-time
STU00801,Engineering,3.27,2,Full-time
STU00802,Science,1.88,4,Full-time
STU00803,Arts,2.94,3,Full-time
STU00804,Business,3.02,3,Full-time
STU00805,Engineering,2.56,3,Full-time
STU00806,Science,3.34,2,Full-time
STU00807,Arts,3.84,1,Full-time
STU00808,Business,3.81,2,Full-time
STU00809,Engineering,2.63,4,Full-time
STU00810,Science,1.78,2,Full-time
STU00811,Arts,3.96,4,Full-time
STU00812,Business,3.6,3,Full-time
STU00813,Engineering,1.81,4,Full-time
STU00814,Science,3.8,4,Full-time
STU00815,Arts,3.67,1,Full-time
STU00816,Business,2.8,4,Full-time
STU00817,Engineering,2.98,4,Part-time
STU00818,Science,2.5,2,Full-time
STU00819,Arts,1.64,3,Part-time
STU00820,Business,2.34,2,Full-time
STU00821,Engineering,3.51,2,Full-time
STU00822,Science,1.51,3,Full-time
STU00823,Arts,2.33,3,Full-time
STU00824,Business,2.5,4,Full-time
STU00825,Engineering,2.84,4,Full-time
STU00826,Science,3.8,1,Full-time
STU00827,Arts,2.37,2,Full-time
STU00828,Business,2.37,3,Part-time
STU00829,Engineering,3.34,4,Part-time
STU00830,Science,2.63,3,Full-time
STU00831,Arts,2.06,4,Full-time
STU00832,Business,2.63,1,Full-time
STU00833,Engineering,1.85,1,Full-time
STU00834,Science,1.94,3,Full-time
STU00835,Arts,2.75,1,Full-time
STU00836,Business,2.55,3,Full-time
STU00837,Engineering,3.79,4,Part-time
STU00838,Science,2.41,2,Full-time
STU00839,Arts,2.95,1,Full-time
STU00840,Business,3.08,4,Full-time
STU00841,Engineering,1.53,2,Full-time
STU00842,Science,3.16,2,Full-time
STU00843,Arts,1.95,2,Full-time
STU00844,Business,3.9,4,Full-time
STU00845,Engineering,1.87,4,Part-time
STU00846,Science,2.54,3,Full-time
STU00847,Arts,1.71,2,Full-time
STU00848,Business,3.99,2,Full-time
STU00849,Engineering,2.76,2,Full-time
STU00850,Science,2.99,3,Full-time
STU00851,Arts,1.67,2,Full-time
STU00852,Business,3.37,4,Full-time
STU00853,Engineering,2.02,2,Part-time
STU00854,Science,3.75,1,Full-time
STU00855,Arts,2.01,4,Full-time
STU00856,Business,1.98,3,Full-time
STU00857,Engineering,1.59,2,Full-time
STU00858,Science,2.68,1,Full-time
STU00859,Arts,2.91,3,Full-time
STU00860,Business,1.66,3,Full-time
STU00861,Engineering,3.44,4,Full-time
STU00862,Science,2.63,3,Full-time
STU00863,Arts,2.81,3,Full-time
STU00864,Business,2.6,3,Full-time
STU00865,Engineering,2.5,3,Full-time
STU00866,Science,2.9,2,Full-time
STU00867,Arts,1.89,2,Full-time
STU00868,Business,1.95,2,Full-time
STU00869,Engineering,3.65,2,Full-time
STU00870,Science,3.87,1,Full-time
STU00871,Arts,2.43,2,Full-time
STU00872,Business,2.18,3,Full-time
STU00873,Engineering,3.11,2,Full-time
STU00874,Science,2.52,2,Full-time
STU00875,Arts,1.56,4,Full-time
STU00876,Business,1.89,3,Full-time
STU00877,Engineering,3.29,2,Full-time
STU00878,Science,3.15,2,Full-time
STU00879,Arts,1.57,2,Full-time
STU00880,Business,2.05,1,Full-time
STU00881,Engineering,2.08,2,Full-time
STU00882,Science,3.18,4,Full-time
STU00883,Arts,1.55,3,Full-time
STU00884,Business,1.76,3,Part-time
STU00885,Engineering,3.5,2,Full-time
STU00886,Science,1.95,2,Full-time
STU00887,Arts,3.13,2,Part-time
STU00888,Business,2.1,3,Full-time
STU00889,Engineering,1.75,3,Full-time
STU00890,Science,2.11,1,Full-time
STU00891,Arts,3.31,4,Full-time
STU00892,Business,3.64,1,Full-time
STU00893,Engineering,3.58,4,Part-time
STU00894,Science,2.49,1,Full-time
STU00895,Arts,3.17,3,Full-time
STU00896,Business,2.01,1,Full-time
STU00897,Engineering,2.23,4,Full-time
STU00898,Science,3.74,2,Full-time
STU00899,Arts,1.53,4,Part-time
STU00900,Business,1.71,2,Part-time
STU00901,Engineering,2.02,3,Full-time
STU00902,Science,1.57,4,Part-time
STU00903,Arts,1.95,1,Full-time
STU00904,Business,2.96,4,Full-time
STU00905,Engineering,2.55,2,Full-time
STU00906,Science,3.73,3,Full-time
STU00907,Arts,3.54,1,Full-time
STU00908,Business,2.35,4,Full-time
STU00909,Engineering,2.15,2,Full-time
STU00910,Science,2.45,1,Full-time
STU00911,Arts,2.98,3,Full-time
STU00912,Business,2.17,1,Part-time
STU00913,Engineering,3.06,3,Full-time
STU00914,Science,2.52,1,Full-time
STU00915,Arts,2.88,4,Full-time
STU00916,Business,2.59,2,Full-time
STU00917,Engineering,2.24,4,Full-time
STU00918,Science,3.87,4,Full-time
STU00919,Arts,3.41,3,Full-time
STU00920,Business,1.85,3,Full-time
STU00921,Engineering,3.67,3,Full-time
STU00922,Science,2.72,4,Full-time
STU00923,Arts,3.74,1,Full-time
STU00924,Business,3.5,1,Full-time
STU00925,Engineering,2.56,4,Full-time
STU00926,Science,1.56,4,Full-time
STU00927,Arts,2.17,2,Full-time
STU00928,Business,2.85,3,Part-time
STU00929,Engineering,3.08,3,Full-time
STU00930,Science,2.14,4,Full-time
STU00931,Arts,1.85,4,Full-time
STU00932,Business,3.59,1,Full-time
STU00933,Engineering,3.96,4,Full-time
STU00934,Science,2.81,1,Part-time
STU00935,Arts,1.93,4,Part-time
STU00936,Business,2.18,2,Full-time
STU00937,Engineering,1.55,2,Full-time
STU00938,Science,3.79,1,Full-time
STU00939,Arts,1.79,3,Full-time
STU00940,Business,2.94,2,Full-time
STU00941,Engineering,2.19,1,Full-time
STU00942,Science,2.89,4,Full-time
STU00943,Arts,3.13,4,Full-time
STU00944,Business,3.57,1,Full-time
STU00945,Engineering,2.02,3,Full-time
STU00946,Science,1.53,1,Full-time
STU00947,Arts,1.84,1,Full-time
STU00948,Business,3.75,2,Part-time
STU00949,Engineering,3.68,1,Full-time
STU00950,Science,2.99,1,Full-time
STU00951,Arts,3.0,4,Full-time
STU00952,Business,3.16,2,Full-time
STU00953,Engineering,1.94,4,Full-time
STU00954,Science,3.79,4,Full-time
STU00955,Arts,2.55,3,Part-time
STU00956,Business,2.46,3,Full-time
STU00957,Engineering,2.8,2,Full-time
STU00958,Science,1.62,2,Full-time
STU00959,Arts,1.92,3,Part-time
STU00960,Business,3.35,3,Full-time
STU00961,Engineering,1.71,3,Part-time
STU00962,Science,3.01,3,Part-time
STU00963,Arts,2.11,3,Full-time
STU00964,Business,2.47,4,Full-time
STU00965,Engineering,2.22,2,Part-time
STU00966,Science,2.39,4,Full-time
STU00967,Arts,3.3,4,Full-time
STU00968,Business,2.24,1,Full-time
STU00969,Engineering,2.92,4,Full-time
STU00970,Science,2.69,3,Full-time
STU00971,Arts,3.16,3,Full-time
STU00972,Business,3.84,1,Full-time
STU00973,Engineering,3.33,1,Full-time
STU00974,Science,2.04,1,Full-time
STU00975,Arts,1.58,1,Part-time
STU00976,Business,2.16,1,Full-time
STU00977,Engineering,2.99,4,Full-time
STU00978,Science,1.63,1,Full-time
STU00979,Arts,2.74,4,Full-time
STU00980,Business,2.99,2,Part-time
STU00981,Engineering,2.34,1,Full-time
STU00982,Science,3.43,1,Full-time
STU00983,Arts,1.77,4,Part-time
STU00984,Business,1.69,2,Part-time
STU00985,Engineering,3.32,4,Full-time
STU00986,Science,2.74,4,Full-time
STU00987,Arts,3.22,1,Full-time
STU00988,Business,2.59,3,Full-time
STU00989,Engineering,2.12,3,Full-time
STU00990,Science,3.55,4,Full-time
STU00991,Arts,3.5,1,Full-time
STU00992,Business,3.24,2,Full-time
STU00993,Engineering,2.18,3,Full-time
STU00994,Science,2.98,2,Part-time
STU00995,Arts,2.4,3,Full-time
STU00996,Business,1.73,1,Part-time
STU00997,Engineering,3.79,4,Part-time
STU00998,Science,1.84,2,Full-time
STU00999,Arts,3.88,2,Full-time
STU01000,Business,2.62,4,Full-time
